id,title,description,availability,condition,price,sale_price,link,image_link,additional_image_link,brand,product_type,mpn
45630,nutri+ Vegan 6K Protein Powder,"Eiwit uit soja, tarwe, rijst, erwten, zonnebloempitten & amandelen Licht romig en heerlijk zoet 21 g eiwit per portie",in stock,new,36.95 EUR,,https://thehealthhouse.nl/product/vegan-6k-protein-powder/,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-21-1.png,,Nutri+,Eiwitten > Eiwitten Vegan,EIW-032
45651,nutri+ Milk Away Protein Powder 1000 g,"Eiwitpoeder gemaakt van erwt, pompoenpit, boekweit, rijst & hennep Lichte romigheid – neutrale smaak zonder zoetstof 21 g eiwit per portie",in stock,new,34.95 EUR,,https://thehealthhouse.nl/product/milk-away-protein-powder-1000-g/,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-25-1.png,"https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-23-1.png,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-22-1.png,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-24-1.png",Nutri+,Eiwitten > Eiwitten Vegan,EIW-031
45665,NUTRI+ Vegan Natures Protein Powder,"&#8211; 25 g eiwit per portie – romige kokossmaak – zonder zoetstoffen",in stock,new,34.95 EUR,,https://thehealthhouse.nl/product/vegan-natures-protein-powder/,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-27-1.png,,Nutri+,Best verkocht > Eiwitten > Eiwitten Vegan,HER-019
45673,nutri+ VHEY® Gainer,Gemaakt van volkoren havermeel & soja-eiwit Lichte romigheid & natuurlijke smaak 18 g eiwit per portie,in stock,new,29.95 EUR,,https://thehealthhouse.nl/product/vhey-gainer/,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-28-1.png,,Nutri+,Best verkocht > Eiwitten > Eiwitten Vegan,EIW-030
45680,nutri+ VHEY® Presso - Protein Iced Coffee,"Vegan protein iced coffee met koffiesmaak, 20 g eiwit en 56 mg cafeïne per 100 ml.",in stock,new,34.95 EUR,,https://thehealthhouse.nl/product/vhey-presso-protein-iced-coffee/,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-29-1.png,,Nutri+,Eiwitten > Nieuwe Producten > Spierherstel,EIW-029
45688,nutri+ Protein Pudding  400g,"Vegan proteïnepuddingpoeder van 400 g, met 24 g eiwit per portie.",in stock,new,19.95 EUR,,https://thehealthhouse.nl/product/protein-pudding-400g/,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-30-1.png,,Nutri+,Eiwitten > Food > Mealprep en Dieet,EIW-028
45694,nutri+ Vegan 3K Protein Powder,"Gemaakt van soja-, erwten- en zonnebloemproteïne Zeer romig en heerlijk zoet Ca. 23 g eiwit per portie",in stock,new,34.95 EUR,,https://thehealthhouse.nl/product/vegan-3k-protein-powder/,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-31-1.png,,Nutri+,Eiwitten > Eiwitten Vegan > Spierherstel,EIW-027
45720,nutri+ Rice Pudding,"Gemaakt van 100% rijstmeel Snelle bereiding – romige, papachtige consistentie Makkelijk verteerbaar – zonder lactose, gluten en soja",in stock,new,19.99 EUR,,https://thehealthhouse.nl/product/rice-pudding/,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-32-1.png,,Nutri+,Eiwitten > Eiwitten Vegan > Food,EIW-026
45725,Tyranos Active | Kraakbeen en Gewrichten,"Tyranos Active: supplement met collageen, calcium en vitamine C, in 90 capsules.",in stock,new,40.00 EUR,19.95 EUR,https://thehealthhouse.nl/product/tyranos-active-kraakbeen-en-gewrichten/,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-33-1.png,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-34-1.png,TYRANOS,Gezondheidsproducten > Joints / Gewrichten > Week Deals,DEA-033
45730,Tyranos Active Plus | Kraakbeen en Gewrichten,"Tyranos Active Plus: tabletformule met collageen, calcium en vitamines.",in stock,new,50.00 EUR,24.95 EUR,https://thehealthhouse.nl/product/tyranos-active-plus-gewrichten-en-kraakbeen/,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-35-1.png,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-36-1.png,TYRANOS,Gezondheidsproducten > Joints / Gewrichten > Week Deals,DEA-032
45734,Tyranos Flex | Soepele gewrichten | Sporters,"Tyranos Flex: capsules met collageen, calcium, vitamine C en EAA.",in stock,new,45.00 EUR,24.95 EUR,https://thehealthhouse.nl/product/tyranos-flex-soepele-gewrichten-sporters/,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-37-1.png,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-38-1.png,TYRANOS,Gezondheidsproducten > Joints / Gewrichten > Week Deals,DEA-031
45745,Tyranos Protect | Support Spierfunctie,"90 tabletten &#8211; 30 dagen kuur. Tyranos Protect is een nieuw supplement dat HMB bevat, een krachtig ingrediënt. Spiermassa behouden is essentieel om vrij te kunnen bewegen",in stock,new,35.00 EUR,19.95 EUR,https://thehealthhouse.nl/product/tyranos-protect-support-spierfunctie/,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-39.png,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-40.png,TYRANOS,Gezondheidsproducten > Nachtrust en herstel > Post workout,DEA-030
45749,Tyranos Collageen,"Tyranos Collageen – Het geheime wapen van topsporters Hoge dosis PEPTAN Type 1 Beste kwaliteit, zuiverheid en opneembaarheid 30 ampullen &#8211; 30 dagen kuur ✅ 1 ampule per dag voor het eten, of 1 uur voor de sportieve inspanning. ✅ Voor een optimaal resultaat is een gebruik van minstens 60 dagen aangewezen. ❌ Wacht een uur voor en na caffeïne inname en niet gebruiken als je spierontspanners neemt.",in stock,new,85.00 EUR,69.95 EUR,https://thehealthhouse.nl/product/tyranos-collageen/,https://thehealthhouse.nl/wp-content/uploads/2025/09/Ontwerp-zonder-titel-41.png,,TYRANOS,Gezondheidsproducten > Spierherstel > Vitaliteit,GEZ-019
45830,Kosso Nutrition EIWITTEN MAXIMAAL 1 kg,"Hoog gehalte aan BCAA&#8217;s en Glutamine Versnelt herstelproces Heerlijke smaakvariaties Gemakkelijk in gebruik Geen onnodige smaak- en kleurstoffen",in stock,new,37.95 EUR,,https://thehealthhouse.nl/product/eiwitten-maximaal-1000-g/,https://thehealthhouse.nl/wp-content/uploads/2025/10/Ontwerp-zonder-titel-53.png,https://thehealthhouse.nl/wp-content/uploads/2025/10/Ontwerp-zonder-titel-54.png,Kosso nutrition,Eiwitten,EIW-025
45919,Kosso Nutrition CREAWHEY,Kosso Nutrition CREAWHEY combineert whey en creatine in één veelzijdig eiwitpoeder.,in stock,new,37.95 EUR,,https://thehealthhouse.nl/product/kosso-nutrition-creawhey/,https://thehealthhouse.nl/wp-content/uploads/2025/10/Ontwerp-zonder-titel-79.png,"https://thehealthhouse.nl/wp-content/uploads/2025/10/Ontwerp-zonder-titel-80.png,https://thehealthhouse.nl/wp-content/uploads/2025/10/Ontwerp-zonder-titel-81.png",Kosso nutrition,Creatine > Eiwitten > Spierherstel,CRE-013
45965,The Health House Hardcore Testosterone Booster Natural,Testbooster Kracht & Spiergroei Energie & Herstel,in stock,new,44.95 EUR,,https://thehealthhouse.nl/product/thh-hardcore-testboost/,https://thehealthhouse.nl/wp-content/uploads/2025/12/hardcore-test.png,,The Health House,Best verkocht > Spierherstel > Spieropbouw,HER-013
45968,The Health House Omega 3 1000 mg,Hartgezondheid Hersenen & geheugen Ontstekingsremmend,in stock,new,23.95 EUR,19.95 EUR,https://thehealthhouse.nl/product/thh-omega-3-1000-mg/,https://thehealthhouse.nl/wp-content/uploads/2025/12/wmremove-transformed-2.png,,The Health House,Best verkocht > Gezondheidsproducten > Lifestyle,GEZ-006
45972,The Health House Multivitamine Complex 90 capsules,"Complete dagelijkse ondersteuning Versterkt je immuunsysteem Meer energie & vitaliteit Ondersteunt spieren, botten & gewrichten Eenvoudig dagelijks gebruik",in stock,new,29.95 EUR,19.95 EUR,https://thehealthhouse.nl/product/thh-multivitamine/,https://thehealthhouse.nl/wp-content/uploads/2025/12/wmremove-transformed-3.png,,The Health House,Best verkocht > Gezondheidsproducten > Vitaliteit,GEZ-007
45977,The Health House Super Human Pre-Workout Strawberry Lemon 300 g,The Health House Super Human pre-workoutpoeder met Strawberry Lemon-smaak en 300 g inhoud.,in stock,new,62.95 EUR,38.95 EUR,https://thehealthhouse.nl/product/thh-super-human-pre-workout/,https://thehealthhouse.nl/wp-content/uploads/2025/12/superrrrrrrrrrrrrrrrrrrrrrrrrrrrr-1.png,https://thehealthhouse.nl/wp-content/uploads/2025/12/pappppppppppppp-1.png,The Health House,Best verkocht > Pre Workout > Stim Pre,PRE-015
45991,Rood Licht Leeslamp,Dieper slapen vanaf dag één Ervaar rust en ontspanning 2000+ Tevreden gebruikers,in stock,new,39.95 EUR,31.96 EUR,https://thehealthhouse.nl/product/rood-licht-leeslamp/,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-93.png,"https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-98.png,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-95.png,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-94.png",Alina,Gezondheidsproducten > Lifestyle > Nachtrust en herstel,GEZ-017
46000,Alina Blauw licht bril (Nacht),"Blokkeert 99,9% van het blauwlicht spectrum (380-520nm) Stevige opbergcase Brillendoekje Europees Acetaat Afmetingen: (Pootjes: 14,3 cm, Breedte: 13,9 cm, Neusstuk: 1,8 cm en Glazen: 5,2 cm) Testrapport beschikbaar in de winkel",in stock,new,63.96 EUR,,https://thehealthhouse.nl/product/blauw-licht-bril-night/,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-100.png,"https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T130721.185.png,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T130410.638.png,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T130445.661.png",Alina,Accessoires / Shakers > Gezondheidsproducten > Lifestyle,GEZ-016
46013,Alina Blauw Licht Bril (Dag),"Blokkeert 380-455nm van het blauwe licht spectrum en laat 455-550 door voor focus en alertheid overdag Europees acetaat Afmetingen: (Pootjes: 14,5 cm, Breedte: 13,9 cm, Neusstuk: 2,0 cm en Glazen: 5 cm) Stevige opbergcase Brillendoekje Testbril in de winkel!",in stock,new,63.96 EUR,,https://thehealthhouse.nl/product/blauw-licht-bril-day/,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T132722.224.png,"https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T132754.750.png,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T133028.800.png,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T132856.096.png",Alina,Accessoires / Shakers > Lifestyle > Nieuwe Producten,VIT-009
46025,Alina Clip-On Blauw Licht Filter Bril,"Blokkeert 99,9% blauwlicht (380-520nm) Stevige opbergcase Brillendoekje Past op iedere bril met de handige clip Testrapport beschikbaar! Testmodel in de winkel",in stock,new,35.96 EUR,,https://thehealthhouse.nl/product/blauw-licht-clip-on/,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T134657.289.png,"https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T134348.463.png,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T134539.500.png,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T134435.261.png",Alina,Accessoires / Shakers > Gezondheidsproducten > Lifestyle,GEZ-015
46035,Rood lichtlamp met Sensor,"Sensor werkt tot 6 meter afstand 3 Standen: Aan, Uit en Auto (sensor) Instelbare felheid 660nm roodlicht",in stock,new,49.95 EUR,39.96 EUR,https://thehealthhouse.nl/product/rood-lichtlamp-met-sensor/,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T135902.973.png,"https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T140200.382.png,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T140238.823.png,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T140311.828.png",Alina,Accessoires / Shakers > Gezondheidsproducten > Lifestyle,GEZ-014
46043,Alina Mondtape,120 stuks: Goed voor 3 maanden diep slapen! Hypoallergene lijm Niet geschikt voor kleine kinderen BPA vrij! Afmetingen: 5 x 3 cm (l x b) -Zorg dat de huid rond de mond schoon en droog is voor optimale hechting. -Plak de mondtape en wrijf deze vast. -Geniet van een diepe en rustgevende nachtrust. -Verwijder de tape pijnloos vanaf een uiteinde.,in stock,new,13.95 EUR,11.16 EUR,https://thehealthhouse.nl/product/mouth-tape/,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T140522.996.png,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T140904.090.png,Alina,Accessoires / Shakers > Gezondheidsproducten > Lifestyle,GEZ-013
46047,Alina Neusstrips,60 stuks Lengte: 66mm Goede pasvorm voor een ieder Blijft zitten met douchen en zweten Hypoallergenen lijm Gemiddeld 18% meer zuurstofopname Reinig en droog je neus zorgvuldig om ervoor te zorgen dat de neusstrip stevig hecht. Dit is essentieel voor een comfortabele en effectieve pasvorm. Verwijder de Beschermlaag Plaats de Strip Correct Geniet van Betere Ademhaling -Verwijder de Strip Zorgvuldig,in stock,new,17.95 EUR,14.36 EUR,https://thehealthhouse.nl/product/neusstrips/,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T141437.639.png,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T140904.090.png,Alina,Accessoires / Shakers > Best verkocht > Gezondheidsproducten,GEZ-012
46051,Alina Aardingslaken,"Enige wasbare aardingslaken op de markt! 1x 4,6 meter lange aardingskabel met stekker Gemaakt van zacht katoen (100% biologisch) en 5% geleidende zilvergaren Queensize: 203cm x 153cm (lengte x breedte) Kingsize: 203cm x 193cm (lengte x breedte) De lakens zijn goed rekbaar, dus +/- 15cm afwijking is geen probleem. Je kunt het laken zoveel je maar wilt wassen op 40° wassen (soms eens op 60° als er vlekken zijn), met een wasproduct zonder chloorhoudend bleekmiddel. Drogen in de droger kan (op laagste stand), maar bij voorkeur laten drogen zonder een droger zodat het laken langer meegaat.",in stock,new,111.96 EUR,,https://thehealthhouse.nl/product/aardingslaken/,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T142735.358.png,"https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T142813.849.png,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T142856.274.png,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T142931.378.png",Alina,Accessoires / Shakers > Nieuwe Producten,THH-012
46066,Alina Rood Licht Gloeilamp,Stimuleert melatonine aanmaak Rustgevende werking E27 fitting: Geschikt voor standaard armaturen Energiezuinig: Duurzame verlichting Mogelijk tot omvorming naar E14 fitting met een adapter. Uitsluitend 630nm roodlicht Testrapport beschikbaar! 9W Roodlicht verbruikt bijna geen stroom en gaat superlang mee. Ideaal dus voor dagelijks gebruik – goed voor je slaap én je energierekening.,in stock,new,20.95 EUR,16.76 EUR,https://thehealthhouse.nl/product/rood-licht-lamp/,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T143529.093.png,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T143606.727.png,Alina,Accessoires / Shakers > Best verkocht > Gezondheidsproducten,GEZ-011
46070,Alina Zijde Slaapmasker,"100% Licht blokkering Makkelijker in slaap vallen met een langere REM slaap Wallen en donkere kringen tegengaan Aanpasbare pasvorm voor alle hoofdformaten, blijft de hele nacht goed zitten. Gewicht: 37 g – Lichtgewicht ontwerp zorgt voor comfort zonder druk. Anti-Bacterieel Wasbaar 23 momme moerbeizijde – Hoogste kwaliteit zijde. Vrij van schadelijke additieven voor pure, natuurlijke comfort.",in stock,new,15.95 EUR,,https://thehealthhouse.nl/product/zijde-slaapmasker/,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T144149.873.png,"https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T144319.850.png,https://thehealthhouse.nl/wp-content/uploads/2025/11/Ontwerp-zonder-titel-2025-11-18T144406.425.png",Alina,Accessoires / Shakers > Gezondheidsproducten > Nachtrust en herstel,DEA-029
46200,The Health House Hardcore Test + Omega3 + Multi Pakket,"The Health House pakket met Hardcore Test, Omega3 en Multi.",in stock,new,143.85 EUR,75.00 EUR,https://thehealthhouse.nl/product/the-health-house-hardcore-test-omega3-multi-pakket/,https://thehealthhouse.nl/wp-content/uploads/2025/12/zma_multi_test-scaled-1.jpg,,The Health House,Gezondheidsproducten > Test boosters > Vitaliteit,GEZ-008
46238,Scitec Nutrition Multi Pro Plus,"Ondersteunt het energieniveau Ondersteunt spieren, botten en herstel Versterkt het immuunsysteem",in stock,new,39.95 EUR,24.95 EUR,https://thehealthhouse.nl/product/scitec-multi-pro-plus/,https://thehealthhouse.nl/wp-content/uploads/2025/12/sciteccc.jpg,https://thehealthhouse.nl/wp-content/uploads/2025/12/scitec-nutrition-multi-pro-plus-supplement-facts.png,Scitec,Gezondheidsproducten > Vitamines > Week Deals,GEZ-009
46254,C4 Ultimate Pre-Workout,"C4 Ultimate Pre-Workout is een pre-workoutpoeder met EAA&#8217;s, citrulline, beta-alanine en cafeïne.",in stock,new,42.95 EUR,36.95 EUR,https://thehealthhouse.nl/product/c4-ultimate-pre-workout/,https://thehealthhouse.nl/wp-content/uploads/2025/12/Untitled.png,https://thehealthhouse.nl/wp-content/uploads/2025/12/factssss.webp,Cellucor,Pre Workout > Stim Pre > Week Deals,PRE-018
46261,Quamtrax Iso Whey Protein Isolate,"Premium whey isolaat voor optimale spiergroei Quamtrax Iso Whey is een snel opneembaar wei-eiwit isolaat dat spieropbouw en herstel ondersteunt. Met 22 g eiwit per scoop en laag in vet en suikers, ideaal na je training of tussendoor. Gebruik: Meng 1 scoop (30 g) met 200–250 ml water of melk en drink direct na je training of wanneer extra eiwit gewenst is.",in stock,new,39.40 EUR,,https://thehealthhouse.nl/product/quamtrax-isolate-1kg/,https://thehealthhouse.nl/wp-content/uploads/2025/12/cakeee.png,"https://thehealthhouse.nl/wp-content/uploads/2025/12/maxyyyy.png,https://thehealthhouse.nl/wp-content/uploads/2025/12/flipsss.png,https://thehealthhouse.nl/wp-content/uploads/2026/01/Ontwerp-zonder-titel-2026-01-19T165336.686.png",Quamtrax,Eiwitten > Nieuwe Producten,EIW-023
46289,Applied Nutrition ABE Ultimate Pre-workout,"Applied Nutrition ABE Ultimate Pre-Workout Krachtige pre-workout voor explosieve energie, focus en spierpomp. Bevat 200 mg cafeïne, citrulline, creatine en beta‑alanine om je training naar een hoger niveau te tillen. Ideaal 15–30 minuten voor je workout voor maximale prestaties en uithoudingsvermogen. 🍬",in stock,new,34.95 EUR,24.95 EUR,https://thehealthhouse.nl/product/applied-nutrition-abe-ultimate-pre-workout/,https://thehealthhouse.nl/wp-content/uploads/2025/12/ABEEEEEEEEE.png,https://thehealthhouse.nl/wp-content/uploads/2025/12/aaaaaaaaa.webp,Applied Nutrition,Pre Workout > Stim Pre,PRE-016
46296,NXT Beef Protein Isolate 1.8 kg,Hoogwaardig rundereiwit isolaat – ondersteunt spieropbouw en herstel Lactosevrij – ideaal voor sporters met zuivelgevoeligheid Hoog eiwitgehalte per portie – draagt bij aan spierbehoud en -groei Laag in vet en suikers – past perfect in een clean dieet Uitstekend alternatief voor whey-eiwit – geschikt voor dagelijks gebruik 💪🥩,in stock,new,79.95 EUR,,https://thehealthhouse.nl/product/nxt-beef-protein-isolate-1-8-kg/,https://thehealthhouse.nl/wp-content/uploads/2025/12/nxttttttttt.png,https://thehealthhouse.nl/wp-content/uploads/2025/12/Untitled-2.png,NXT Nutrition,Eiwitten > Eiwitten Isolaat > Spierherstel,HER-014
46307,Human Protect Creatine Monohydrate 500g,"100% Creatine Monohydraat – puur, zonder aroma’s of zoetstoffen Verhoogt kracht & explosiviteit – ideaal voor intensieve workouts Snelle energieproductie – ondersteunt ATP-productie voor meer herhalingen Ondersteunt spiermassa & herstel – perfect voor krachtsporters Neutrale smaak – mengbaar met water of je favoriete sportdrank",in stock,new,32.95 EUR,,https://thehealthhouse.nl/product/human-protect-creatine-monohydrate-500g/,https://thehealthhouse.nl/wp-content/uploads/2025/12/creaaaaa-1.png,https://thehealthhouse.nl/wp-content/uploads/2025/12/humannn-1.png,The Health House,Creatine > Gezondheidsproducten > Week Deals,CRE-012
